Font Name,Family,Serif,Weight,Optical Size,Italic,Font Width,Style,Case,Glyph Name,Glyph Width,Glyph Height,Shape Width,Shape Height,Shape Area,On Curve Points,Total Points,Non Extrema Points
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Upper,R,709,1001,0.17666796078431374,701,676,40,96,4
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Upper,S,508,1001,0.11539861051977582,483,700,30,78,4
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Upper,T,662,1001,0.12738214064181186,687,695,35,83,4
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Upper,U,720,1001,0.14155580997408254,728,688,35,81,1
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Upper,V,612,1001,0.11544091372532674,634,693,31,69,0
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Upper,W,872,1001,0.2038644547006885,882,693,54,130,9
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Upper,X,628,1001,0.14274383933498433,841,676,56,130,5
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Upper,Y,582,1001,0.1178944,654,676,45,103,4
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Upper,Z,682,1001,0.14059821176470588,672,702,28,64,3
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,a,467,1001,0.0899181843137255,442,428,25,67,2
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,b,460,1001,0.10973431372549021,430,685,23,59,5
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,c,318,1001,0.04742465882352941,302,426,14,40,2
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,d,480,1001,0.11904693005330351,533,685,28,72,5
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,e,370,1001,0.06264037647058825,344,426,17,49,3
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,f,296,1001,0.10933703529411766,728,982,25,61,3
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,g,450,1001,0.12949757647058827,558,713,34,100,7
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,h,486,1001,0.11689158613755539,463,707,29,71,4
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,i,292,1001,0.05868463978249712,268,655,24,64,1
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,j,274,1001,0.08089307450980394,509,881,21,57,1
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,k,456,1001,0.11082424659417911,443,685,33,73,1
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,l,258,1001,0.06991117563886341,321,685,17,39,1
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,m,752,1001,0.13701503494270606,689,426,44,112,4
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,n,530,1001,0.09209551034415067,451,426,31,81,4
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,o,410,1001,0.07191882352941177,350,426,12,36,4
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,p,480,1001,0.127576334443088,597,838,34,80,1
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,q,470,1001,0.12028862745098043,448,720,29,71,3
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,r,374,1001,0.05476843921568627,381,416,22,56,2
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,s,312,1001,0.05107990588235295,312,426,16,48,3
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,t,318,1001,0.06419037500368965,330,556,27,59,2
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,u,502,1001,0.09209656149511421,448,426,31,81,3
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,v,538,1001,0.08120395294117648,496,426,26,74,7
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,w,758,1001,0.12113769411764706,704,426,34,94,7
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,x,465,1001,0.07668000000000001,459,426,37,91,4
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,y,423,1001,0.09300875294117648,528,713,26,74,10
ACaslonPro-SemiboldItalic,Adobe Caslon,Serif,Semibold,Text,Italic,Regular,Semibold Italic,Lower,z,482,1001,0.0815043137254902,446,466,32,88,6
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,A,725,1001,0.1650744705882353,774,745,42,106,11
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,B,689,1001,0.23171752941176474,615,717,38,98,7
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,C,752,1001,0.16376542339929526,673,738,23,63,9
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,D,841,1001,0.2448264,767,714,32,84,8
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,E,695,1001,0.18439162004710943,639,714,54,134,14
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,F,629,1001,0.16506784803921568,604,718,49,121,6
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,G,840,1001,0.20075915294117647,754,738,38,96,8
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,H,869,1001,0.25727520000000004,806,714,68,156,1
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,I,415,1001,0.12344080000000002,329,714,30,70,2
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,J,358,1001,0.14801952941176474,446,930,24,60,2
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,K,740,1001,0.2221632,696,714,63,147,7
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,L,663,1001,0.1438478675249103,611,714,32,76,2
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,M,990,1001,0.27782999999999997,945,714,57,141,10
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,N,810,1001,0.20176520000000006,782,723,51,121,7
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,O,867,1001,0.22361400000000003,765,738,13,39,5
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,P,640,1001,0.183512,580,714,34,84,5
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,Q,871,1001,0.30084188548048135,1117,967,25,71,11
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,R,735,1001,0.22995839999999998,696,714,47,117,7
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,S,574,1001,0.16245033411518442,469,742,34,92,12
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,T,738,1001,0.16422910373186447,737,757,39,95,9
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,U,730,1001,0.17653472941176476,721,726,41,101,9
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,V,682,1001,0.15397440000000004,746,731,37,93,10
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,W,1050,1001,0.26600946666666675,1079,731,52,118,4
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,X,693,1001,0.17539200000000002,720,714,58,138,4
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,Y,613,1001,0.15480080000000002,718,714,44,104,4
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,Z,703,1001,0.17903898107313054,672,730,28,72,7
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,a,456,1001,0.10799474335511987,432,448,29,77,8
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,b,525,1001,0.16245788668648606,505,752,28,70,6
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,c,436,1001,0.08428964798060104,399,448,16,46,5
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,d,538,1001,0.16747814659410742,503,751,32,82,9
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,e,451,1001,0.09461093465768343,401,448,18,46,3
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,f,326,1001,0.11998519607843139,426,740,35,77,3
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,g,502,1001,0.17187751074089563,513,706,39,111,9
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,h,560,1001,0.1692278431372549,545,740,49,115,7
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,i,290,1001,0.07902390588235295,266,642,28,68,3
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,j,270,1001,0.11666677565563577,312,924,23,59,3
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,k,524,1001,0.1603246274509804,547,740,51,125,7
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,l,290,1001,0.10734933333333334,289,740,25,59,2
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,m,823,1001,0.19212919215686278,784,437,69,159,5
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,n,565,1001,0.13020886274509805,524,437,48,110,5
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,o,525,1001,0.11437176470588238,465,448,14,42,6
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,p,539,1001,0.16417096739394102,496,709,36,84,3
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,q,534,1001,0.165090753681034,493,711,34,82,5
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,r,366,1001,0.07778385098039216,367,443,32,74,3
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,s,388,1001,0.08079811764705883,315,448,26,66,6
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,t,341,1001,0.083279874370377,338,555,23,53,3
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,u,547,1001,0.125596236789864,527,437,41,99,8
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,v,474,1001,0.08071567058823531,528,438,34,82,7
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,w,682,1001,0.13461371764705884,719,438,52,112,3
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,x,430,1001,0.09362477647058824,479,426,56,130,5
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,y,442,1001,0.10374305882352942,488,695,36,90,8
ACaslonPro-Bold,Adobe Caslon,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,z,454,1001,0.09561581254143277,448,449,22,46,3
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,A,657,1001,0.15199144718675187,771,688,39,85,1
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,B,630,1001,0.19791308333333332,649,676,32,80,3
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,C,682,1001,0.14712297548888045,646,707,29,75,5
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,D,793,1001,0.2062332594791592,790,679,28,72,5
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,E,675,1001,0.16254573217885274,712,676,45,99,4
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,F,640,1001,0.14677301614485372,727,686,42,96,4
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,G,740,1001,0.16950933989352374,671,700,33,81,4
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,H,820,1001,0.2239604789740617,928,676,60,132,0
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,I,385,1001,0.10754214238908223,500,676,26,58,0
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,J,406,1001,0.13026957352941174,634,873,22,54,1
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,K,720,1001,0.1953476897322893,837,676,57,133,6
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,L,660,1001,0.13178873450078232,642,688,33,79,5
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,M,967,1001,0.24808537254901958,1063,676,52,116,0
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,N,740,1001,0.16968957126222703,901,676,41,91,0
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,O,764,1001,0.19059215686274514,655,700,10,30,2
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,P,626,1001,0.16498276670698445,669,676,29,69,1
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,Q,770,1001,0.2512037647058824,674,960,28,80,6
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,R,705,1001,0.20300224352537308,715,676,40,96,5
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,S,530,1001,0.134018787848561,488,700,30,78,7
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,T,660,1001,0.14448308945156688,695,697,33,81,8
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,U,742,1001,0.15938478477003457,729,688,35,81,1
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,V,598,1001,0.13231149780922377,640,693,31,69,0
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,W,851,1001,0.23263410494627043,882,693,54,128,8
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,X,635,1001,0.1583655621534638,841,676,56,130,5
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,Y,600,1001,0.1334727474319984,662,676,45,103,4
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,Z,678,1001,0.1597653647058824,686,707,26,62,5
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,a,476,1001,0.10731433051693812,458,442,25,67,6
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,b,470,1001,0.13416809411764705,444,688,23,59,5
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,c,331,1001,0.05958280784313726,328,437,14,40,3
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,d,486,1001,0.14215381192028595,537,688,28,72,6
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,e,390,1001,0.07714849411764707,366,437,17,49,4
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,f,309,1001,0.12917792156862745,727,985,25,61,4
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,g,469,1001,0.15751968627450982,584,724,34,100,8
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,h,500,1001,0.14130512589663094,487,710,29,71,3
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,i,296,1001,0.07105304077408996,271,660,24,64,2
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,j,279,1001,0.10012983696816989,514,887,21,57,2
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,k,471,1001,0.1334715120339995,471,688,33,73,3
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,l,260,1001,0.08379682138143987,330,688,17,39,2
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,m,768,1001,0.16644094421659594,714,437,44,112,8
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,n,531,1001,0.11096972147714573,472,437,31,81,6
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,o,419,1001,0.08895777647058825,363,437,12,36,4
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,p,497,1001,0.15339763196540027,618,855,34,80,3
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,q,482,1001,0.14658908932461875,469,730,29,71,3
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,r,390,1001,0.06651990196078432,397,427,22,56,3
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,s,325,1001,0.06410704313725492,334,437,16,48,4
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,t,321,1001,0.07870855366369525,339,568,27,59,3
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,u,521,1001,0.11169049311064766,468,437,31,81,6
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,v,555,1001,0.09557447058823532,507,437,26,74,8
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,w,776,1001,0.14496575294117647,723,437,35,99,10
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,x,470,1001,0.0861832549019608,470,437,37,91,8
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,y,445,1001,0.10905711372549022,541,724,25,71,10
ACaslonPro-BoldItalic,Adobe Caslon,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,z,486,1001,0.09673976470588234,463,480,32,88,8
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,A,677,1001,0.10012141176470589,668,637,24,36,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,B,635,1001,0.1281746588235294,582,631,26,56,1
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,C,729,1001,0.08672608235294119,639,653,14,34,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,D,760,1001,0.12122623529411765,690,631,19,43,2
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,E,594,1001,0.10006882352941178,547,622,27,41,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,F,531,1001,0.0841431843137255,448,622,22,34,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,G,740,1001,0.10294096862745097,659,653,20,42,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,H,792,1001,0.13588382745098038,733,622,33,49,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,I,333,1001,0.06045840000000001,243,622,12,20,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,J,302,1001,0.07813023529411765,382,855,13,27,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,K,698,1001,0.12274133333333334,680,622,34,64,5
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,L,552,1001,0.07285449411764708,524,622,18,28,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,M,917,1001,0.1612773529411765,883,621,27,39,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,N,813,1001,0.1265942666666667,766,629,21,31,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,O,823,1001,0.11750927058823529,717,653,8,24,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,P,563,1001,0.09660238823529411,507,631,22,46,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,Q,823,1001,0.14376266666666668,748,845,13,35,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,R,802,1001,0.12931916957803466,777,643,30,64,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,S,490,1001,0.08214996078431372,401,653,18,42,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,T,677,1001,0.08269009411764706,613,637,23,37,1
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,U,792,1001,0.10485717647058825,762,638,19,35,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,V,688,1001,0.0893750431372549,674,638,16,26,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,W,1000,1001,0.1638083764705883,992,638,34,50,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,X,750,1001,0.10980861176470587,738,622,30,46,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,Y,708,1001,0.08907283921568629,689,622,23,35,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,Z,677,1001,0.10200556078431373,589,622,14,18,0
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,a,396,1001,0.05235035294117648,354,419,25,65,4
BemboStd,Bembo,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,b,500,1001,0.08589162352941178,451,684,16,34,0
