Font Name,Family,Serif,Weight,Optical Size,Italic,Font Width,Style,Case,Glyph Name,Glyph Width,Glyph Height,Shape Width,Shape Height,Shape Area,On Curve Points,Total Points
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Upper,W,907,1001,901,714,0.1110032,16,16
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Upper,X,556,1001,705,714,0.063168,12,12
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Upper,Y,556,1001,595,714,0.053312,9,9
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Upper,Z,537,1001,661,714,0.07218120000000001,10,10
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,a,500,1001,453,538,0.0649904,24,62
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,b,556,1001,511,726,0.07128750588235296,15,31
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,c,519,1001,460,538,0.04662669016356074,10,26
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,d,556,1001,554,726,0.06939990588235295,15,31
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,e,519,1001,461,538,0.06322027450980391,14,36
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,f,241,1001,314,722,0.03734014117647059,16,24
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,g,537,1001,532,722,0.08137406118909442,19,43
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,h,519,1001,478,714,0.057551200000000004,15,27
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,i,167,1001,187,714,0.023562,8,8
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,j,167,1001,323,898,0.03298653333333333,12,20
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,k,463,1001,493,714,0.0565964,13,13
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,l,167,1001,187,714,0.0272272,4,4
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,m,796,1001,765,526,0.0789,24,46
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,n,519,1001,478,526,0.05028560000000001,15,27
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,o,537,1001,480,538,0.054686117647058816,8,24
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,p,556,1001,552,710,0.07069929411764707,15,31
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,q,556,1001,511,710,0.06829364705882353,15,31
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,r,278,1001,349,526,0.028795921568627453,11,19
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,s,463,1001,424,538,0.05188429803921568,18,50
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,t,259,1001,251,675,0.03521382352941177,18,30
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,u,519,1001,472,526,0.0496544,15,27
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,v,426,1001,429,514,0.04150701176470588,8,8
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,w,704,1001,715,514,0.07638443137254902,16,16
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,x,426,1001,528,514,0.04789270588235294,12,12
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,y,426,1001,529,698,0.052128282352941174,12,20
HelveticaNeueLTStd-ThIt,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Regular,Thin Italic,Lower,z,426,1001,499,514,0.0512972,10,10
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,A,481,1001,489,714,0.0657216,12,12
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,B,500,1001,402,714,0.08442,18,34
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,C,500,1001,438,738,0.060845929411764706,10,26
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,D,519,1001,420,714,0.075264,10,18
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,E,426,1001,350,714,0.06369999999999999,12,12
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,F,407,1001,342,714,0.051710400000000004,10,10
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,G,519,1001,443,738,0.07692564705882353,17,33
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,H,519,1001,397,714,0.072254,12,12
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,I,164,1001,42,714,0.029988,4,4
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,J,407,1001,322,726,0.044004141176470585,10,18
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,K,463,1001,407,714,0.068376,13,13
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,L,426,1001,341,714,0.0410564,6,6
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,M,648,1001,540,714,0.117936,16,16
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,N,519,1001,411,714,0.08861159999999998,12,12
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,O,537,1001,461,738,0.07204616470588236,8,24
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,P,463,1001,379,714,0.061549599999999996,12,20
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,Q,537,1001,468,763,0.07981877647058824,16,36
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,R,500,1001,405,714,0.077112,20,36
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,S,481,1001,411,738,0.06780049411764706,18,42
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,T,426,1001,422,714,0.0449008,8,8
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,U,500,1001,396,726,0.06651868235294117,10,18
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,V,444,1001,442,714,0.0569296,8,8
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,W,704,1001,682,714,0.10693760000000001,16,16
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,X,463,1001,447,714,0.06132840000000001,12,12
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,Y,444,1001,432,714,0.0471744,9,9
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Upper,Z,443,1001,409,714,0.05840520000000001,10,10
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,a,389,1001,355,547,0.05711323529411765,25,57
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,b,426,1001,335,726,0.064856,15,31
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,c,389,1001,331,547,0.04402170196078432,10,26
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,d,426,1001,335,726,0.064856,15,31
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,e,407,1001,338,547,0.05582832156862745,11,27
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,f,204,1001,202,714,0.0345016,16,24
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,g,426,1001,335,719,0.07367635294117647,19,43
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,h,407,1001,305,714,0.054656,13,21
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,i,148,1001,38,714,0.0237272,8,8
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,j,148,1001,131,892,0.03253526274509804,12,20
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,k,389,1001,343,714,0.055703199999999994,13,13
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,l,148,1001,38,714,0.027132,4,4
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,m,648,1001,534,535,0.07394329411764707,21,37
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,n,407,1001,305,535,0.04735274509803922,13,21
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,o,426,1001,350,547,0.0533056862745098,8,24
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,p,426,1001,335,711,0.0644500588235294,15,31
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,q,426,1001,335,711,0.0644500588235294,15,31
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,r,241,1001,193,535,0.025914980392156863,11,15
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,s,352,1001,306,547,0.04857360000000001,20,44
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,t,204,1001,202,684,0.03359378823529412,16,24
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,u,407,1001,305,535,0.04735274509803922,13,21
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,v,352,1001,334,523,0.03904656470588235,8,8
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,w,537,1001,525,523,0.07429676470588235,16,16
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,x,352,1001,326,523,0.042791654901960775,12,12
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,y,352,1001,334,699,0.048524305882352944,13,21
HelveticaNeueLTStd-ThCn,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Condensed,Thin Roman,Lower,z,334,1001,304,523,0.039280376470588234,10,10
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,A,481,1001,489,714,0.0657216,12,12
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,B,500,1001,499,714,0.08390193905114533,18,34
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,C,500,1001,487,738,0.06071189101627028,10,26
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,D,519,1001,515,714,0.07506820929666544,10,18
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,E,426,1001,493,714,0.0634984,12,12
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,F,407,1001,494,714,0.0525616,10,10
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,G,519,1001,487,738,0.07623942787805235,17,33
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,H,519,1001,549,714,0.07224839999999999,12,12
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,I,164,1001,194,714,0.029876,4,4
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,J,407,1001,443,726,0.04415642450380152,10,18
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,K,463,1001,537,714,0.06916560000000001,13,13
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,L,426,1001,349,714,0.0410424,6,6
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,M,648,1001,692,714,0.1181936,16,16
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,N,519,1001,563,714,0.08827839999999999,12,12
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,O,537,1001,502,738,0.07272843486671916,8,24
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,P,463,1001,495,714,0.06103414463830913,12,20
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,Q,537,1001,502,763,0.07970366334892294,16,36
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,R,500,1001,504,714,0.07627632468241648,20,36
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,S,481,1001,482,738,0.06840195364835407,18,42
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,T,426,1001,430,714,0.044548000000000004,8,8
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,U,500,1001,514,726,0.06586460006961364,10,18
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,V,444,1001,442,714,0.0569296,8,8
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,W,704,1001,682,714,0.10693760000000001,16,16
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,X,463,1001,587,714,0.06081320000000001,12,12
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,Y,444,1001,432,714,0.0471744,9,9
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Upper,Z,443,1001,557,714,0.057705200000000005,10,10
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,a,389,1001,374,547,0.057012283918065634,25,57
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,b,426,1001,407,726,0.064998643410584,15,31
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,c,389,1001,370,547,0.04449689013517257,10,26
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,d,426,1001,447,726,0.0649101226591692,15,31
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,e,407,1001,370,547,0.05565844491230553,11,27
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,f,204,1001,282,714,0.0347424,16,24
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,g,426,1001,435,719,0.07366315191568538,19,43
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,h,407,1001,393,714,0.054041578232980614,13,21
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,i,148,1001,190,714,0.02394,8,8
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,j,148,1001,320,892,0.032461803921568624,12,20
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,k,389,1001,425,714,0.05593000000000001,13,13
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,l,148,1001,190,714,0.027132,4,4
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,m,648,1001,623,535,0.07330692100253791,21,37
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,n,407,1001,393,535,0.047104496890606064,13,21
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,o,426,1001,381,547,0.05317316673131787,8,24
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,p,426,1001,443,711,0.0642733017015338,15,31
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,q,426,1001,406,711,0.06566373836274021,15,31
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,r,241,1001,307,535,0.02576392156862745,11,15
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,s,352,1001,353,547,0.048499807787387925,20,44
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,t,204,1001,222,684,0.03404281663948314,16,24
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,u,407,1001,393,535,0.047104496890606064,13,21
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,v,352,1001,334,523,0.03904656470588235,8,8
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,w,537,1001,525,523,0.07429676470588235,16,16
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,x,352,1001,430,523,0.04233223529411764,12,12
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,y,352,1001,465,699,0.04843658823529412,13,21
HelveticaNeueLTStd-ThCnO,Helvetica Neue LT Std,Sans Serif,Thin,Text,Italic,Condensed,Thin Italic,Lower,z,334,1001,412,523,0.03887018039215687,10,10
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,A,686,1001,708,714,0.08722559999999999,11,11
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,B,722,1001,617,714,0.11920439999999999,18,34
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,C,796,1001,731,746,0.08767986666666668,10,26
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,D,759,1001,654,714,0.100716,10,18
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,E,648,1001,570,714,0.094164,12,12
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,F,593,1001,518,714,0.06961919999999999,10,10
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,G,833,1001,734,746,0.10951280000000001,16,32
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,H,759,1001,639,714,0.08767080000000001,12,12
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,I,166,1001,46,714,0.032844,4,4
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,J,537,1001,453,730,0.05187294117647059,10,18
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,K,704,1001,659,714,0.0904148,12,12
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,L,574,1001,514,714,0.051811199999999995,6,6
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,M,962,1001,832,714,0.139776,15,15
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,N,759,1001,639,714,0.107352,12,12
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,O,816,1001,758,746,0.09757094901960785,8,24
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,P,667,1001,589,714,0.0857584,12,20
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,Q,816,1001,758,781,0.11143491764705883,16,36
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,R,704,1001,614,714,0.1014328,18,34
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,S,667,1001,611,746,0.1000985725490196,16,40
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,T,592,1001,622,714,0.055731199999999995,8,8
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,U,740,1001,632,730,0.0796072156862745,10,18
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,V,668,1001,686,714,0.0729904,7,7
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,W,1018,1001,1048,714,0.1408512,16,16
HelveticaNeueLTStd-ThEx,Helvetica Neue LT Std,Sans Serif,Thin,Text,Roman,Extended,Thin Roman,Upper,X,648,1001,666,714,0.083916,12,12
