Font Name,Family,Serif,Weight,Optical Size,Italic,Font Width,Style,Case,Glyph Name,Glyph Width,Glyph Height,Shape Width,Shape Height,Shape Area,On Curve Points,Total Points
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,c,520,1453,464,495,0.11619105882352941,10,26
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,d,611,1453,585,720,0.19656,15,33
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,e,536,1453,465,495,0.1408129411764706,12,30
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,f,472,1453,477,730,0.13791847058823528,18,30
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,g,611,1453,579,735,0.22863688235294116,20,48
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,h,623,1453,533,710,0.1736325882352941,15,29
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,i,277,1453,265,730,0.08420764705882354,8,16
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,j,319,1453,432,980,0.12617788235294117,14,34
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,k,574,1453,554,710,0.17121858823529412,11,11
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,l,277,1453,257,710,0.09302392156862745,4,4
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,m,973,1453,883,485,0.22840266666666667,25,53
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,n,623,1453,533,485,0.14293805882352942,15,29
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,o,585,1453,514,495,0.1486669411764706,8,24
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,p,608,1453,585,725,0.19626176470588239,15,33
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,q,611,1453,543,725,0.19606558823529413,15,33
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,r,396,1453,371,485,0.08044152941176472,10,18
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,s,450,1453,425,495,0.11302499999999999,14,38
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,t,496,1453,451,620,0.12391003921568626,18,30
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,u,615,1453,528,485,0.14159717647058825,15,29
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,v,568,1453,548,475,0.11228627450980393,7,7
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,w,849,1453,824,475,0.19800235294117643,13,13
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,x,566,1453,596,475,0.13100313725490198,12,12
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,y,575,1453,605,715,0.1526735294117647,8,8
BrownPro-BoldItalic,Brown Pro,Sans Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,z,523,1453,503,475,0.13398539215686275,10,10
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,A,689,1179,670,722,0.1633919360590916,11,11
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,B,575,1179,440,722,0.18472678988587624,22,48
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,C,691,1179,585,758,0.13936704747817094,14,38
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,D,749,1179,604,722,0.19202198701746323,16,36
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,E,541,1179,424,722,0.1408532086540671,12,12
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,F,536,1179,403,722,0.11672592163085938,10,10
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,G,722,1179,585,758,0.16027210459989658,16,40
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,H,734,1179,548,722,0.17419912300857843,12,12
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,I,288,1179,102,722,0.07410049438476562,4,4
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,J,311,1179,311,867,0.09942833395565258,9,19
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,K,652,1179,541,722,0.1535976634306066,11,11
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,L,533,1179,427,722,0.09939844468060663,6,6
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,M,861,1179,675,722,0.24495921415441174,13,13
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,N,738,1179,552,722,0.19562945646398205,10,10
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,O,776,1179,675,758,0.18902309642118567,16,48
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,P,552,1179,441,722,0.1440151065003638,16,32
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,Q,776,1179,749,885,0.21062411700977998,19,55
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,R,632,1179,528,722,0.17683657477883732,16,26
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,S,538,1179,439,758,0.13352909088134765,24,64
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,T,632,1179,615,722,0.11333016788258272,8,8
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,U,692,1179,518,740,0.15364208221435546,14,30
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,V,653,1179,631,722,0.13250358431946999,7,7
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,W,855,1179,853,722,0.24174334956150428,13,13
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,X,625,1179,591,722,0.1509408389820772,12,12
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,Y,623,1179,602,722,0.11602020263671875,9,9
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,Z,604,1179,511,722,0.1492263569551356,10,10
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,a,552,1179,477,554,0.12142846163581399,26,64
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,b,629,1179,479,783,0.16036137973561004,16,36
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,c,512,1179,410,554,0.09092330932617188,14,38
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,d,629,1179,479,783,0.16036137973561004,16,36
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,e,557,1179,433,554,0.1187059290268842,15,37
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,f,367,1179,357,783,0.10003446317186543,17,27
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,g,623,1179,479,746,0.17249698919408463,23,57
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,h,620,1179,433,770,0.14289647270651423,14,26
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,i,289,1179,96,722,0.06024487813313802,8,8
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,j,304,1179,283,927,0.08959259706384996,13,23
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,k,584,1179,468,770,0.13464086196001837,11,11
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,l,289,1179,96,770,0.07416319847106934,4,4
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,m,933,1179,747,542,0.18594789505004883,20,38
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,n,620,1179,433,541,0.11980617747587315,14,26
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,o,614,1179,505,554,0.12533154207117417,12,36
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,p,629,1179,479,734,0.15460496790268843,16,36
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,q,629,1179,479,734,0.15598536940181956,16,36
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,r,409,1179,292,541,0.06787356208352481,10,18
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,s,509,1179,356,554,0.09296080645392923,21,53
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,t,374,1179,301,647,0.08344157630322027,17,27
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,u,620,1179,433,542,0.11991411096909466,14,26
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,v,517,1179,502,530,0.09308012794045839,7,7
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,w,770,1179,757,530,0.16704263126148897,13,13
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,x,613,1179,524,530,0.10587902630076688,12,12
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,y,522,1179,508,723,0.11542840097464768,8,8
NewCenturySchlbkLTStd-Italic,New Century Schoolbook,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,z,573,1179,453,530,0.10930391199448529,10,10
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,A,689,1179,670,722,0.1633919360590916,11,11
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,B,575,1179,440,722,0.18472678988587624,22,48
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,C,691,1179,585,758,0.13936704747817094,14,38
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,D,749,1179,604,722,0.19202198701746323,16,36
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,E,541,1179,424,722,0.1408532086540671,12,12
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,F,536,1179,403,722,0.11672592163085938,10,10
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,G,722,1179,585,758,0.16027210459989658,16,40
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,H,734,1179,548,722,0.17419912300857843,12,12
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,I,288,1179,102,722,0.07410049438476562,4,4
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,J,311,1179,311,867,0.09942833395565258,9,19
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,K,652,1179,541,722,0.1535976634306066,11,11
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,L,533,1179,427,722,0.09939844468060663,6,6
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,M,861,1179,675,722,0.24495921415441174,13,13
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,N,738,1179,552,722,0.19562945646398205,10,10
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,O,776,1179,675,758,0.18902309642118567,16,48
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,P,552,1179,441,722,0.1440151065003638,16,32
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,Q,776,1179,749,885,0.21062411700977998,19,55
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,R,632,1179,528,722,0.17683657477883732,16,26
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,S,538,1179,439,758,0.13352909088134765,24,64
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,T,632,1179,615,722,0.11333016788258272,8,8
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,U,692,1179,518,740,0.15364208221435546,14,30
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,V,653,1179,631,722,0.13250358431946999,7,7
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,W,855,1179,853,722,0.24174334956150428,13,13
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,X,625,1179,591,722,0.1509408389820772,12,12
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,Y,623,1179,602,722,0.11602020263671875,9,9
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,Z,604,1179,511,722,0.1492263569551356,10,10
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,a,552,1179,477,554,0.12142846163581399,26,64
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,b,629,1179,479,783,0.16036137973561004,16,36
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,c,512,1179,410,554,0.09092330932617188,14,38
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,d,629,1179,479,783,0.16036137973561004,16,36
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,e,557,1179,433,554,0.1187059290268842,15,37
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,f,367,1179,357,783,0.10003446317186543,17,27
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,g,623,1179,479,746,0.17249698919408463,23,57
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,h,620,1179,433,770,0.14289647270651423,14,26
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,i,289,1179,96,722,0.06024487813313802,8,8
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,j,304,1179,283,927,0.08959259706384996,13,23
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,k,584,1179,468,770,0.13464086196001837,11,11
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,l,289,1179,96,770,0.07416319847106934,4,4
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,m,933,1179,747,542,0.18594789505004883,20,38
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,n,620,1179,433,541,0.11980617747587315,14,26
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,o,614,1179,505,554,0.12533154207117417,12,36
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,p,629,1179,479,734,0.15460496790268843,16,36
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,q,629,1179,479,734,0.15598536940181956,16,36
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,r,409,1179,292,541,0.06787356208352481,10,18
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,s,509,1179,356,554,0.09296080645392923,21,53
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,t,374,1179,301,647,0.08344157630322027,17,27
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,u,620,1179,433,542,0.11991411096909466,14,26
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,v,517,1179,502,530,0.09308012794045839,7,7
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,w,770,1179,757,530,0.16704263126148897,13,13
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,x,613,1179,524,530,0.10587902630076688,12,12
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,y,522,1179,508,723,0.11542840097464768,8,8
NewCenturySchlbkLTStd-Bold,New Century Schoolbook,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,z,573,1179,453,530,0.10930391199448529,10,10
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,A,689,1179,670,722,0.1633919360590916,11,11
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,B,575,1179,440,722,0.18472678988587624,22,48
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,C,691,1179,585,758,0.13936704747817094,14,38
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,D,749,1179,604,722,0.19202198701746323,16,36
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,E,541,1179,424,722,0.1408532086540671,12,12
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,F,536,1179,403,722,0.11672592163085938,10,10
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,G,722,1179,585,758,0.16027210459989658,16,40
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,H,734,1179,548,722,0.17419912300857843,12,12
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,I,288,1179,102,722,0.07410049438476562,4,4
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,J,311,1179,311,867,0.09942833395565258,9,19
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,K,652,1179,541,722,0.1535976634306066,11,11
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,L,533,1179,427,722,0.09939844468060663,6,6
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,M,861,1179,675,722,0.24495921415441174,13,13
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,N,738,1179,552,722,0.19562945646398205,10,10
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,O,776,1179,675,758,0.18902309642118567,16,48
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,P,552,1179,441,722,0.1440151065003638,16,32
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,Q,776,1179,749,885,0.21062411700977998,19,55
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,R,632,1179,528,722,0.17683657477883732,16,26
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,S,538,1179,439,758,0.13352909088134765,24,64
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,T,632,1179,615,722,0.11333016788258272,8,8
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,U,692,1179,518,740,0.15364208221435546,14,30
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,V,653,1179,631,722,0.13250358431946999,7,7
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,W,855,1179,853,722,0.24174334956150428,13,13
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,X,625,1179,591,722,0.1509408389820772,12,12
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,Y,623,1179,602,722,0.11602020263671875,9,9
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,Z,604,1179,511,722,0.1492263569551356,10,10
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,a,552,1179,477,554,0.12142846163581399,26,64
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,b,629,1179,479,783,0.16036137973561004,16,36
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,c,512,1179,410,554,0.09092330932617188,14,38
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,d,629,1179,479,783,0.16036137973561004,16,36
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,e,557,1179,433,554,0.1187059290268842,15,37
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,f,367,1179,357,783,0.10003446317186543,17,27
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,g,623,1179,479,746,0.17249698919408463,23,57
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,h,620,1179,433,770,0.14289647270651423,14,26
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,i,289,1179,96,722,0.06024487813313802,8,8
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,j,304,1179,283,927,0.08959259706384996,13,23
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,k,584,1179,468,770,0.13464086196001837,11,11
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,l,289,1179,96,770,0.07416319847106934,4,4
NewCenturySchlbkLTStd-BoldItalic,New Century Schoolbook,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,m,933,1179,747,542,0.18594789505004883,20,38
